,Date,Air Temp Max (C),Air Temp Min (C),24-hour Total Precip (mm),Season Total Precip (mm),% of Precip as Snow,% of Precip as Rain,New Snow (cm),Season Total Snow (cm),Snowpack depth (cm),Snow Water Equivalent (cm),Remarks,Unnamed: 12
4745,1983-09-28,13,2,3,2365,--,--,0.0,1704.3,0.0,0.0,,
4746,1983-09-29,12,1,13,2378,--,--,0.0,1704.3,0.0,0.0,,
4747,1983-09-30,9,1,9,2386,--,--,0.0,1704.3,0.0,0.0,,
4748,1983-10-01,8,1,3,3,--,--,0.0,0.0,0.0,0.0,,
4749,1983-10-02,6,1,8,11,--,--,0.0,0.0,0.0,0.0,,
4750,1983-10-03,15,-1,0,11,--,--,0.0,0.0,0.0,0.0,,
4751,1983-10-04,19,2,0,11,--,--,0.0,0.0,0.0,0.0,,
4752,1983-10-05,17,3,0,11,--,--,0.0,0.0,0.0,0.0,,
4753,1983-10-06,20,3,0,11,--,--,0.0,0.0,0.0,0.0,,
4754,1983-10-07,18,4,12,23,--,--,0.0,0.0,0.0,0.0,,
4755,1983-10-08,14,4,1,24,--,--,0.0,0.0,0.0,0.0,,
4756,1983-10-09,9,4,2,26,--,--,0.0,0.0,0.0,0.0,,
4757,1983-10-10,14,0,0,26,--,--,0.0,0.0,0.0,0.0,,
4758,1983-10-11,17,3,0,26,--,--,0.0,0.0,0.0,0.0,,
4759,1983-10-12,18,2,0,26,--,--,0.0,0.0,0.0,0.0,,
4760,1983-10-13,11,-1,6,32,--,--,0.0,0.0,0.0,0.0,,
4761,1983-10-14,11,-3,0,32,--,--,0.0,0.0,0.0,0.0,,
4762,1983-10-15,11,-3,0,32,--,--,0.0,0.0,0.0,0.0,,
4763,1983-10-16,12,-2,0,32,--,--,0.0,0.0,0.0,0.0,,
4764,1983-10-17,14,-2,0,32,--,--,0.0,0.0,0.0,0.0,,
4765,1983-10-18,17,-1,0,32,--,--,0.0,0.0,0.0,0.0,,
4766,1983-10-19,16,0,0,32,--,--,0.0,0.0,0.0,0.0,,
4767,1983-10-20,16,-1,0,32,--,--,0.0,0.0,0.0,0.0,,
4768,1983-10-21,16,-1,0,32,--,--,0.0,0.0,0.0,0.0,,
4769,1983-10-22,16,-1,0,32,--,--,0.0,0.0,0.0,0.0,,
4770,1983-10-23,7,3,14,46,--,--,0.0,0.0,0.0,0.0,,
4771,1983-10-24,13,1,0,46,--,--,0.0,0.0,0.0,0.0,,
4772,1983-10-25,21,-1,0,46,--,--,0.0,0.0,0.0,0.0,,
4773,1983-10-26,17,-1,0,46,--,--,0.0,0.0,0.0,0.0,,
4774,1983-10-27,15,-1,0,46,--,--,0.0,0.0,0.0,0.0,,
4775,1983-10-28,15,0,0,46,--,--,0.0,0.0,0.0,0.0,,
4776,1983-10-29,12,3,18,64,--,--,0.0,0.0,0.0,0.0,,
4777,1983-10-30,6,4,55,119,--,--,0.0,0.0,0.0,0.0,,
4778,1983-10-31,4,1,42,161,--,--,0.0,0.0,0.0,0.0,,
4779,1983-11-01,2,2,31,192,--,--,0.0,0.0,0.0,0.0,,
4780,1983-11-02,10,2,1,193,--,--,0.0,0.0,0.0,0.0,,
4781,1983-11-03,13,1,0,193,--,--,0.0,0.0,0.0,0.0,,
4782,1983-11-04,7,3,1,193,--,--,0.0,0.0,0.0,0.0,,
4783,1983-11-05,9,1,0,194,--,--,0.0,0.0,0.0,0.0,,
4784,1983-11-06,7,2,24,218,--,--,0.0,0.0,0.0,0.0,,
4785,1983-11-07,4,-6,1,218,--,--,0.0,0.0,0.0,0.0,,
4786,1983-11-08,4,-7,0,218,--,--,0.0,0.0,0.0,0.0,,
4787,1983-11-09,-1,-3,18,236,--,--,T,0.0,0.0,0.0,,
4788,1983-11-10,2,-2,79,315,--,--,T,0.0,0.0,0.0,,
4789,1983-11-11,0,-3,30,345,--,--,--,0.0,0.0,0.0,,
4790,1983-11-12,-2,-4,37,382,--,--,--,0.0,0.0,0.0,,
4791,1983-11-13,-4,-7,28,410,--,--,--,0.0,0.0,0.0,,
4792,1983-11-14,2,-10,2,412,--,--,55.9,55.9,55.9,--,,
4793,1983-11-15,4,-7,2,414,--,--,0.0,55.9,48.3,--,,
4794,1983-11-16,2,-2,63,477,--,--,2.5,58.4,40.6,--,,
4795,1983-11-17,1,-3,68,545,--,--,29.2,87.6,63.5,--,,
4796,1983-11-18,1,-7,2,547,--,--,1.3,88.9,66.0,--,,
4797,1983-11-19,0,-5,48,595,--,--,2.5,91.4,--,--,,
4798,1983-11-20,-3,-10,23,617,--,--,27.9,119.4,88.9,--,,
4799,1983-11-21,-3,-14,0,617,--,--,0.0,119.4,83.8,24.4,,
4800,1983-11-22,-6,-15,3,620,--,--,3.8,123.2,82.6,25.1,,
4801,1983-11-23,-1,-8,23,643,--,--,14.0,137.2,87.9,25.4,,
4802,1983-11-24,1,-7,67,709,--,--,--,137.2,--,--,,
4803,1983-11-25,-4,-11,8,717,--,--,--,137.2,--,--,,
4804,1983-11-26,-3,-9,0,717,--,--,0.0,137.2,--,--,,
4805,1983-11-27,2,-7,0,717,--,--,0.0,137.2,--,--,,
4806,1983-11-28,3,-9,0,717,--,--,21.6,158.8,100.8,31.0,,
4807,1983-11-29,2,-11,0,717,--,--,0.0,158.8,100.3,--,,
4808,1983-11-30,2,-8,0,717,--,--,0.0,158.8,97.0,30.2,,
4809,1983-12-01,-1,-2,4,721,--,--,2.5,161.3,99.1,--,,
4810,1983-12-02,-1,-3,9,730,--,--,6.4,167.7,100.6,31.2,,
4811,1983-12-03,-3,-7,57,787,--,--,47.0,214.6,--,--,,
4812,1983-12-04,-3,-16,0,787,--,--,3.8,218.5,--,--,,
4813,1983-12-05,-4,-17,4,790,--,--,1.3,219.7,138.4,40.1,,
4814,1983-12-06,-2,-5,9,799,--,--,10.2,229.9,146.1,--,,
4815,1983-12-07,1,-6,14,813,--,--,1.3,231.2,143.3,41.9,,
4816,1983-12-08,1,-3,9,822,--,--,8.9,240.0,147.3,--,,
4817,1983-12-09,-1,-3,35,857,--,--,19.1,259.1,144.8,43.9,,
4818,1983-12-10,-2,-4,36,893,--,--,44.5,303.5,--,--,,
4819,1983-12-11,-1,-7,38,931,--,--,--,303.5,--,--,,
4820,1983-12-12,-3,-12,7,937,--,--,34.3,337.8,212.1,--,,
4821,1983-12-13,1,-5,10,948,--,--,T,337.8,203.2,57.4,,
4822,1983-12-14,3,-1,5,953,--,--,0.0,337.8,--,--,,
4823,1983-12-15,6,-3,2,955,--,--,0.0,337.8,177.3,56.4,,
4824,1983-12-16,4,-3,8,963,--,--,0.0,337.8,170.7,55.6,,
4825,1983-12-17,2,-5,7,970,--,--,12.7,350.5,--,--,,
4826,1983-12-18,3,-8,0,970,--,--,0.0,350.5,--,--,,
4827,1983-12-19,1,-6,0,970,--,--,0.0,350.5,168.9,57.4,,
4828,1983-12-20,-6,-12,3,973,--,--,2.5,353.1,170.2,--,,
4829,1983-12-21,-8,-11,6,979,--,--,2.5,355.6,165.1,56.6,,
4830,1983-12-22,-7,-9,13,992,--,--,12.7,368.3,174.0,--,,
4831,1983-12-23,-1,-7,37,1029,--,--,27.9,396.3,198.7,59.2,,
4832,1983-12-24,1,-2,59,1088,--,--,--,396.3,--,--,,
4833,1983-12-25,1,-1,61,1149,--,--,--,396.3,--,--,,
4834,1983-12-26,1,-3,37,1186,--,--,--,396.3,--,--,,
4835,1983-12-27,-1,-9,12,1199,--,--,47.0,443.2,210.8,74.7,,
4836,1983-12-28,1,-9,3,1202,--,--,--,443.2,208.5,72.3,,
4837,1983-12-29,3,-2,2,1203,--,--,--,443.2,208.3,--,,
4838,1983-12-30,2,-3,35,1239,--,--,2.5,445.8,198.1,73.7,,
4839,1983-12-31,3,-6,0,1239,--,--,--,445.8,--,--,,
4840,1984-01-01,4,-8,0,1239,--,--,0.0,445.8,--,--,,
4841,1984-01-02,6,-4,0,1239,--,--,0.0,445.8,--,--,,
4842,1984-01-03,8,-5,0,1239,--,--,0.0,445.8,192.0,72.6,,
4843,1984-01-04,8,-1,0,1239,--,--,0.0,445.8,190.5,71.1,,
4844,1984-01-05,8,-3,0,1239,--,--,0.0,445.8,--,--,,
4845,1984-01-06,11,-3,0,1239,--,--,0.0,445.8,185.4,71.1,,
4846,1984-01-07,8,-4,0,1239,--,--,0.0,445.8,--,--,,
4847,1984-01-08,8,-6,0,1239,--,--,0.0,445.8,--,--,,
4848,1984-01-09,9,-5,0,1239,--,--,0.0,445.8,182.9,70.4,,
4849,1984-01-10,2,-7,5,1244,--,--,5.1,450.9,--,--,,
4850,1984-01-11,0,-9,1,1245,--,--,1.3,452.2,185.4,71.1,,
4851,1984-01-12,1,-12,0,1245,--,--,0.0,452.2,182.9,71.1,,
4852,1984-01-13,-5,-12,1,1245,--,--,T,452.2,182.9,71.1,,
4853,1984-01-14,-6,-14,1,1246,--,--,2.5,454.7,--,--,,
4854,1984-01-15,-3,-9,10,1256,--,--,3.8,458.5,--,--,,
4855,1984-01-16,-3,-12,5,1260,--,--,19.1,477.6,200.9,73.2,,
4856,1984-01-17,--,-16,0,1260,--,--,0.0,477.6,--,--,,
4857,1984-01-18,1,-17,0,1260,--,--,0.0,477.6,195.3,73.7,,
4858,1984-01-19,2,-13,0,1260,--,--,0.0,477.6,--,--,,
4859,1984-01-20,3,-14,2,1262,--,--,0.0,477.6,191.8,73.9,,
4860,1984-01-21,1,-6,2,1264,--,--,5.1,482.6,--,--,,
4861,1984-01-22,2,-11,1,1264,--,--,T,482.6,--,--,,
4862,1984-01-23,4,-8,0,1264,--,--,0.0,482.6,192.0,73.7,,
4863,1984-01-24,7,-4,0,1264,--,--,0.0,482.6,--,--,,
4864,1984-01-25,9,-6,0,1264,--,--,0.0,482.6,189.2,72.1,,
4865,1984-01-26,0,-7,0,1264,--,--,0.0,482.6,182.9,72.1,,
4866,1984-01-27,5,-6,0,1264,--,--,0.0,482.6,181.1,72.4,,
4867,1984-01-28,8,-5,0,1264,--,--,0.0,482.6,--,--,,
4868,1984-01-29,7,-5,0,1264,--,--,0.0,482.6,--,--,,
4869,1984-01-30,9,-5,0,1264,--,--,0.0,482.6,177.8,70.1,,
4870,1984-01-31,8,-5,0,1264,--,--,0.0,482.6,177.8,69.9,,
4871,1984-02-01,6,-6,0,1264,--,--,0.0,482.6,174.0,69.9,,
4872,1984-02-02,6,-4,0,1264,--,--,0.0,482.6,--,--,Max temp is approx.,
4873,1984-02-03,7,-6,0,1264,--,--,0.0,482.6,170.9,69.9,,
4874,1984-02-04,7,-4,0,1264,--,--,0.0,482.6,170.2,69.3,,
4875,1984-02-05,6,-7,0,1264,--,--,0.0,482.6,169.2,69.3,,
4876,1984-02-06,8,-8,0,1264,--,--,0.0,482.6,168.7,68.8,Max temp is approx.,
4877,1984-02-07,9,-8,0,1264,--,--,--,482.6,167.6,--,,
4878,1984-02-08,3,-6,4,1268,--,--,--,482.6,166.1,67.8,,
4879,1984-02-09,-2,-8,33,1301,--,--,16.5,499.1,175.3,--,,
4880,1984-02-10,-3,-14,1,1303,--,--,14.0,513.1,196.3,73.7,,
4881,1984-02-11,-3,-13,3,1306,--,--,0.0,513.1,189.2,72.9,,
4882,1984-02-12,2,-3,6,1311,--,--,6.4,519.4,192.3,72.6,,
4883,1984-02-13,-1,-7,39,1350,--,--,34.3,553.7,189.2,74.2,,
4884,1984-02-14,1,-14,10,1360,--,--,6.4,560.1,--,--,,
4885,1984-02-15,-1,-6,36,1396,--,--,25.4,585.5,465.6,82.0,,
4886,1984-02-16,-3,-11,24,1420,--,--,34.3,619.8,259.1,--,,
4887,1984-02-17,-2,-15,0,1420,--,--,3.8,623.6,257.8,89.7,,
4888,1984-02-18,2,-16,0,1420,--,--,0.0,623.6,251.5,90.7,,
4889,1984-02-19,3,-9,0,1420,--,--,0.0,623.6,245.4,88.9,,
4890,1984-02-20,6,-8,6,1426,--,--,0.0,623.6,--,--,,
4891,1984-02-21,-6,-15,31,1458,--,--,54.6,678.2,276.9,--,,
4892,1984-02-22,-2,-14,0,1458,--,--,0.0,678.2,272.5,93.2,,
4893,1984-02-23,2,-14,0,1458,--,--,0.0,678.2,269.2,--,,
4894,1984-02-24,-4,-9,11,1469,--,--,6.4,684.5,257.3,92.2,,
4895,1984-02-25,0,-12,1,1470,--,--,5.1,689.6,255.3,97.0,,
4896,1984-02-26,6,-9,0,1470,--,--,0.0,689.6,261.1,94.0,,
4897,1984-02-27,7,-8,0,1470,--,--,0.0,689.6,257.3,93.7,,
4898,1984-02-28,4,-9,0,1470,--,--,0.0,689.6,--,--,,
4899,1984-02-29,6,-8,0,1470,--,--,0.0,689.6,248.2,92.5,,
4900,1984-03-01,6,-4,0,1470,--,--,0.0,689.6,248.9,--,,
4901,1984-03-02,6,-5,0,1470,--,--,0.0,689.6,238.3,91.2,,
4902,1984-03-03,6,-7,0,1470,--,--,0.0,689.6,234.4,90.9,,
4903,1984-03-04,1,-6,0,1470,--,--,0.0,689.6,--,--,,
4904,1984-03-05,9,-9,0,1470,--,--,0.0,689.6,228.9,89.7,,
4905,1984-03-06,9,-8,0,1470,--,--,0.0,689.6,228.6,--,,
4906,1984-03-07,9,-5,0,1470,--,--,0.0,689.6,223.5,88.9,,
4907,1984-03-08,8,-6,0,1470,--,--,0.0,689.6,221.0,--,,
4908,1984-03-09,7,-6,0,1470,--,--,0.0,689.6,215.9,86.9,,
4909,1984-03-10,6,-6,0,1470,--,--,0.0,689.6,210.8,86.1,Max temp is approx.,
4910,1984-03-11,4,-8,0,1470,--,--,0.0,689.6,207.8,85.1,,
4911,1984-03-12,4,-5,0,1470,--,--,T,689.6,205.7,83.8,,
4912,1984-03-13,-1,-4,47,1518,--,--,12.7,702.3,--,--,,
4913,1984-03-14,-1,-4,21,1539,--,--,16.5,718.8,229.6,89.7,,
4914,1984-03-15,-2,-7,25,1564,--,--,29.2,748.0,251.5,--,,
4915,1984-03-16,1,-9,25,1589,--,--,2.5,750.6,251.5,95.3,,
4916,1984-03-17,1,-9,0,1589,--,--,22.9,773.4,266.7,97.0,,
4917,1984-03-18,6,-11,0,1589,--,--,0.0,773.4,257.8,95.9,,
4918,1984-03-19,9,-3,0,1589,--,--,0.0,773.4,249.9,97.1,,
4919,1984-03-20,12,-4,0,1589,--,--,0.0,773.4,243.8,--,,
4920,1984-03-21,5,-6,0,1589,--,--,0.0,773.4,233.2,95.0,,
4921,1984-03-22,8,-6,0,1589,--,--,0.0,773.4,229.9,--,,
4922,1984-03-23,11,-5,0,1589,--,--,0.0,773.4,224.3,93.7,,
4923,1984-03-24,8,-4,0,1589,--,--,0.0,773.4,--,--,,
4924,1984-03-25,7,-6,3,1591,--,--,0.0,773.4,215.1,88.9,,
4925,1984-03-26,1,-5,11,1603,--,--,0.0,773.4,210.8,87.9,,
4926,1984-03-27,4,-6,0,1603,--,--,0.0,773.4,--,--,,
4927,1984-03-28,8,-5,1,1603,--,--,T,773.4,207.8,86.1,,
4928,1984-03-29,-1,-8,1,1604,--,--,T,773.4,--,--,,
4929,1984-03-30,5,-8,0,1604,--,--,T,773.4,202.4,84.6,,
4930,1984-03-31,-3,-8,12,1616,--,--,14.0,787.4,208.5,84.8,,
4931,1984-04-01,2,-8,1,1617,--,--,2.5,789.9,210.6,85.9,,
4932,1984-04-02,4,-11,0,1617,--,--,T,789.9,206.2,86.4,,
4933,1984-04-03,7,-7,0,1617,--,--,0.0,789.9,205.7,--,,
4934,1984-04-04,3,-4,1,1618,--,--,0.0,789.9,196.9,83.6,,
4935,1984-04-05,0,-3,7,1625,--,--,3.8,793.7,203.2,--,,
4936,1984-04-06,6,-5,0,1625,--,--,0.0,793.7,197.9,83.8,,
4937,1984-04-07,8,-7,1,1626,--,--,0.0,793.7,193.3,82.3,,
4938,1984-04-08,-2,-13,28,1654,--,--,20.3,814.0,202.4,82.6,,
4939,1984-04-09,-1,-13,2,1656,--,--,2.5,816.6,208.5,84.3,,
4940,1984-04-10,-2,-6,27,1683,--,--,21.6,838.2,--,--,,
4941,1984-04-11,4,-7,0,1683,--,--,5.1,843.2,220.0,87.9,Max temp is approx.,
4942,1984-04-12,7,-6,0,1683,--,--,0.0,843.2,--,--,,
4943,1984-04-13,13,-7,0,1683,--,--,0.0,843.2,203.7,85.1,,
4944,1984-04-14,15,-3,0,1683,--,--,0.0,843.2,197.4,84.1,,
4945,1984-04-15,12,-3,0,1683,--,--,0.0,843.2,188.5,82.8,,
4946,1984-04-16,9,-3,0,1683,--,--,0.0,843.2,182.1,78.7,,
4947,1984-04-17,4,-4,4,1687,--,--,5.1,848.3,--,--,,
4948,1984-04-18,0,-6,23,1710,--,--,11.4,859.8,180.1,75.4,,
4949,1984-04-19,-1,-8,25,1735,--,--,24.1,883.9,201.9,--,,
4950,1984-04-20,3,-9,0,1735,--,--,14.0,897.9,205.2,81.0,,
4951,1984-04-21,10,-6,0,1735,--,--,0.0,897.9,190.5,--,,
4952,1984-04-22,13,-3,0,1735,--,--,0.0,897.9,182.9,--,,
4953,1984-04-23,10,-3,0,1735,--,--,0.0,897.9,176.5,76.2,,
4954,1984-04-24,7,-8,0,1735,--,--,0.0,897.9,--,--,,
4955,1984-04-25,-2,-11,1,1736,--,--,0.0,897.9,165.1,71.1,,
4956,1984-04-26,-1,-11,1,1736,--,--,1.3,899.1,163.8,--,,
4957,1984-04-27,1,-8,1,1737,--,--,T,899.1,161.3,70.4,,
4958,1984-04-28,4,-9,0,1737,--,--,0.0,899.1,--,--,,
4959,1984-04-29,5,-6,0,1737,--,--,0.0,899.1,--,--,,
4960,1984-04-30,3,-6,0,1737,--,--,0.0,899.1,149.4,65.5,,
4961,1984-05-01,-1,-3,20,1757,--,--,7.6,906.7,--,--,,
4962,1984-05-02,2,-3,6,1763,--,--,5.1,911.8,158.2,67.3,,
4963,1984-05-03,7,-1,4,1767,--,--,0.0,911.8,152.4,--,,
4964,1984-05-04,6,-3,0,1767,--,--,0.0,911.8,144.8,62.5,,
4965,1984-05-05,5,-6,0,1767,--,--,0.0,911.8,--,--,,
4966,1984-05-06,10,-9,0,1767,--,--,0.0,911.8,--,--,Max temp is approx.,
4967,1984-05-07,14,-3,0,1767,--,--,0.0,911.8,126.7,54.9,,
4968,1984-05-08,14,-3,0,1767,--,--,0.0,911.8,121.9,--,,
4969,1984-05-09,12,-2,0,1767,--,--,0.0,911.8,112.5,48.3,,
4970,1984-05-10,11,-1,0,1767,--,--,0.0,911.8,105.4,--,,
4971,1984-05-11,12,-1,0,1767,--,--,0.0,911.8,90.2,39.6,,
4972,1984-05-12,16,-2,0,1767,--,--,0.0,911.8,--,--,,
4973,1984-05-13,14,-2,0,1767,--,--,0.0,911.8,--,--,,
4974,1984-05-14,8,-3,1,1768,--,--,0.0,911.8,61.2,26.4,,
4975,1984-05-15,2,-6,16,1784,--,--,15.2,927.0,68.6,--,,
4976,1984-05-16,11,-7,0,1784,--,--,0.0,927.0,64.5,25.7,,
4977,1984-05-17,9,-1,1,1785,--,--,T,927.0,58.4,--,,
4978,1984-05-18,16,-2,0,1785,--,--,0.0,927.0,48.0,19.6,,
4979,1984-05-19,18,1,0,1785,--,--,0.0,927.0,--,--,,
4980,1984-05-20,15,1,0,1785,--,--,0.0,927.0,--,--,,
4981,1984-05-21,14,1,0,1785,--,--,0.0,927.0,17.8,--,,
4982,1984-05-22,19,1,0,1785,--,--,0.0,927.0,0.0,0.0,,
4983,1984-05-23,15,2,0,1785,--,--,0.0,927.0,0.0,0.0,,
4984,1984-05-24,14,1,0,1785,--,--,0.0,927.0,0.0,0.0,,
4985,1984-05-25,19,0,0,1785,--,--,0.0,927.0,0.0,0.0,,
4986,1984-05-26,20,1,0,1785,--,--,0.0,927.0,0.0,0.0,Max temp is approx.,
4987,1984-05-27,23,3,0,1785,--,--,0.0,927.0,0.0,0.0,,
4988,1984-05-28,27,3,0,1785,--,--,0.0,927.0,0.0,0.0,,
4989,1984-05-29,26,3,0,1785,--,--,0.0,927.0,0.0,0.0,,
4990,1984-05-30,20,3,0,1785,--,--,0.0,927.0,0.0,0.0,,
4991,1984-05-31,18,1,0,1785,--,--,0.0,927.0,0.0,0.0,,
4992,1984-06-01,19,3,0,1785,--,--,0.0,927.0,0.0,0.0,,
4993,1984-06-02,17,1,0,1785,--,--,0.0,927.0,0.0,0.0,,
4994,1984-06-03,17,1,0,1785,--,--,0.0,927.0,0.0,0.0,,
4995,1984-06-04,6,3,17,1802,--,--,0.0,927.0,0.0,0.0,,
4996,1984-06-05,11,0,3,1804,--,--,0.0,927.0,0.0,0.0,,
4997,1984-06-06,4,-1,21,1825,--,--,2.5,929.5,2.5,--,,
4998,1984-06-07,9,0,2,1827,--,--,T,929.5,0.0,0.0,,
4999,1984-06-08,12,-1,0,1827,--,--,0.0,929.5,0.0,0.0,Max temp is approx.,
5000,1984-06-09,11,-1,0,1827,--,--,0.0,929.5,0.0,0.0,greater than 10.5.,
5001,1984-06-10,10,-2,1,1827,--,--,0.0,929.5,0.0,0.0,greater than 10.,
5002,1984-06-11,14,1,0,1827,--,--,0.0,929.5,0.0,0.0,,
5003,1984-06-12,16,2,0,1827,--,--,0.0,929.5,0.0,0.0,,
5004,1984-06-13,16,3,1,1828,--,--,0.0,929.5,0.0,0.0,,
5005,1984-06-14,17,4,4,1832,--,--,0.0,929.5,0.0,0.0,,
5006,1984-06-15,17,6,0,1832,--,--,0.0,929.5,0.0,0.0,,
5007,1984-06-16,21,4,0,1832,--,--,0.0,929.5,0.0,0.0,,
5008,1984-06-17,22,5,0,1832,--,--,0.0,929.5,0.0,0.0,,
5009,1984-06-18,22,4,0,1832,--,--,0.0,929.5,0.0,0.0,,
5010,1984-06-19,20,3,0,1832,--,--,0.0,929.5,0.0,0.0,,
5011,1984-06-20,14,1,0,1832,--,--,0.0,929.5,0.0,0.0,,
5012,1984-06-21,17,-3,0,1832,--,--,0.0,929.5,0.0,0.0,,
5013,1984-06-22,21,3,0,1832,--,--,0.0,929.5,0.0,0.0,,
5014,1984-06-23,22,4,0,1832,--,--,0.0,929.5,0.0,0.0,Max temp is approx.,
5015,1984-06-24,22,4,0,1832,--,--,0.0,929.5,0.0,0.0,,
5016,1984-06-25,22,3,0,1832,--,--,0.0,929.5,0.0,0.0,,
5017,1984-06-26,22,2,0,1832,--,--,0.0,929.5,0.0,0.0,,
5018,1984-06-27,24,2,0,1832,--,--,0.0,929.5,0.0,0.0,,
5019,1984-06-28,24,4,0,1832,--,--,0.0,929.5,0.0,0.0,,
5020,1984-06-29,18,4,0,1832,--,--,0.0,929.5,0.0,0.0,,
5021,1984-06-30,23,3,0,1832,--,--,0.0,929.5,0.0,0.0,,
5022,1984-07-01,26,7,0,1832,--,--,0.0,929.5,0.0,0.0,,
5023,1984-07-02,27,8,0,1832,--,--,0.0,929.5,0.0,0.0,,
5024,1984-07-03,28,9,0,1832,--,--,0.0,929.5,0.0,0.0,,
5025,1984-07-04,28,8,0,1832,--,--,0.0,929.5,0.0,0.0,,
5026,1984-07-05,29,8,0,1832,--,--,0.0,929.5,0.0,0.0,,
5027,1984-07-06,24,9,0,1832,--,--,0.0,929.5,0.0,0.0,,
5028,1984-07-07,23,5,0,1832,--,--,0.0,929.5,0.0,0.0,,
5029,1984-07-08,21,3,0,1832,--,--,0.0,929.5,0.0,0.0,,
5030,1984-07-09,21,3,0,1832,--,--,0.0,929.5,0.0,0.0,,
5031,1984-07-10,23,4,0,1832,--,--,0.0,929.5,0.0,0.0,,
5032,1984-07-11,24,4,0,1832,--,--,0.0,929.5,0.0,0.0,,
5033,1984-07-12,26,5,0,1832,--,--,0.0,929.5,0.0,0.0,,
5034,1984-07-13,26,8,0,1832,--,--,0.0,929.5,0.0,0.0,,
5035,1984-07-14,26,8,0,1832,--,--,0.0,929.5,0.0,0.0,,
5036,1984-07-15,26,9,0,1832,--,--,0.0,929.5,0.0,0.0,,
5037,1984-07-16,27,9,0,1832,--,--,0.0,929.5,0.0,0.0,,
5038,1984-07-17,27,11,6,1838,--,--,0.0,929.5,0.0,0.0,,
5039,1984-07-18,26,10,0,1838,--,--,0.0,929.5,0.0,0.0,,
5040,1984-07-19,24,9,0,1838,--,--,0.0,929.5,0.0,0.0,,
5041,1984-07-20,23,8,0,1838,--,--,0.0,929.5,0.0,0.0,,
5042,1984-07-21,21,6,0,1838,--,--,0.0,929.5,0.0,0.0,,
5043,1984-07-22,19,3,4,1842,--,--,0.0,929.5,0.0,0.0,,
5044,1984-07-23,15,8,6,1848,--,--,0.0,929.5,0.0,0.0,,
5045,1984-07-24,18,8,0,1848,--,--,0.0,929.5,0.0,0.0,,
5046,1984-07-25,22,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5047,1984-07-26,25,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5048,1984-07-27,23,7,0,1848,--,--,0.0,929.5,0.0,0.0,,
5049,1984-07-28,21,5,0,1848,--,--,0.0,929.5,0.0,0.0,,
5050,1984-07-29,23,4,0,1848,--,--,0.0,929.5,0.0,0.0,,
5051,1984-07-30,24,7,0,1848,--,--,0.0,929.5,0.0,0.0,,
5052,1984-07-31,23,7,0,1848,--,--,0.0,929.5,0.0,0.0,,
5053,1984-08-01,22,5,0,1848,--,--,0.0,929.5,0.0,0.0,,
5054,1984-08-02,23,4,0,1848,--,--,0.0,929.5,0.0,0.0,,
5055,1984-08-03,24,2,0,1848,--,--,0.0,929.5,0.0,0.0,,
5056,1984-08-04,24,5,0,1848,--,--,0.0,929.5,0.0,0.0,,
5057,1984-08-05,23,4,0,1848,--,--,0.0,929.5,0.0,0.0,,
5058,1984-08-06,25,3,0,1848,--,--,0.0,929.5,0.0,0.0,,
5059,1984-08-07,28,8,0,1848,--,--,0.0,929.5,0.0,0.0,,
5060,1984-08-08,28,7,0,1848,--,--,0.0,929.5,0.0,0.0,,
5061,1984-08-09,27,8,0,1848,--,--,0.0,929.5,0.0,0.0,,
5062,1984-08-10,24,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5063,1984-08-11,23,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5064,1984-08-12,22,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5065,1984-08-13,21,7,0,1848,--,--,0.0,929.5,0.0,0.0,,
5066,1984-08-14,24,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5067,1984-08-15,21,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5068,1984-08-16,23,5,0,1848,--,--,0.0,929.5,0.0,0.0,,
5069,1984-08-17,24,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5070,1984-08-18,23,4,0,1848,--,--,0.0,929.5,0.0,0.0,,
5071,1984-08-19,23,2,0,1848,--,--,0.0,929.5,0.0,0.0,,
5072,1984-08-20,24,3,0,1848,--,--,0.0,929.5,0.0,0.0,,
5073,1984-08-21,24,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5074,1984-08-22,22,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5075,1984-08-23,21,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5076,1984-08-24,19,3,0,1848,--,--,0.0,929.5,0.0,0.0,,
5077,1984-08-25,19,2,0,1848,--,--,0.0,929.5,0.0,0.0,,
5078,1984-08-26,23,4,0,1848,--,--,0.0,929.5,0.0,0.0,,
5079,1984-08-27,22,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5080,1984-08-28,24,6,0,1848,--,--,0.0,929.5,0.0,0.0,,
5081,1984-08-29,26,8,0,1848,--,--,0.0,929.5,0.0,0.0,,
5082,1984-08-30,19,4,7,1855,--,--,0.0,929.5,0.0,0.0,,
5083,1984-08-31,16,-1,0,1855,--,--,0.0,929.5,0.0,0.0,,
5084,1984-09-01,22,4,0,1855,--,--,0.0,929.5,0.0,0.0,,
