,Date,Air Temp Max (C),Air Temp Min (C),24-hour Total Precip (mm),Season Total Precip (mm),% of Precip as Snow,% of Precip as Rain,New Snow (cm),Season Total Snow (cm),Snowpack depth (cm),Snow Water Equivalent (cm),Remarks,Unnamed: 12
332,1971-08-29,22,6,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
333,1971-08-30,18,6,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
334,1971-08-31,16,2,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
335,1971-09-01,19,4,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
336,1971-09-02,16,3,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
337,1971-09-03,19,5,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
338,1971-09-04,22,4,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
339,1971-09-05,22,9,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
340,1971-09-06,16,1,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
341,1971-09-07,21,4,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
342,1971-09-08,24,5,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
343,1971-09-09,24,5,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
344,1971-09-10,24,7,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
345,1971-09-11,27,10,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
346,1971-09-12,30,10,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
347,1971-09-13,31,10,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
348,1971-09-14,29,8,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
349,1971-09-15,27,7,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
350,1971-09-16,26,5,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
351,1971-09-17,19,3,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
352,1971-09-18,17,1,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
353,1971-09-19,19,1,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
354,1971-09-20,19,3,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
355,1971-09-21,17,2,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
356,1971-09-22,22,2,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
357,1971-09-23,20,1,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
358,1971-09-24,17,3,0,1797.0,--,--,0.0,1194.9,0.0,0.0,,
359,1971-09-25,6,-1,1,1798.0,--,--,0.0,1194.9,0.0,0.0,,
360,1971-09-26,3,-3,2,1800.0,--,--,0.0,1194.9,0.0,0.0,,
361,1971-09-27,8,-3,5,1805.0,--,--,2.5,1197.4,--,--,,
362,1971-09-28,7,1,0,1805.0,--,--,0.0,1197.4,0.0,0.0,,
363,1971-09-29,2,-6,0,1805.0,--,--,0.0,1197.4,0.0,0.0,,
364,1971-09-30,3,-6,33,1838.0,--,--,30.5,1227.9,--,--,,
365,1971-10-01,8,-2,0,0,--,--,0.0,0.0,0.0,0.0,,
366,1971-10-02,13,1,0,0,--,--,0.0,0.0,0.0,0.0,,
367,1971-10-03,16,1,0,0,--,--,0.0,0.0,0.0,0.0,,
368,1971-10-04,19,3,0,0,--,--,0.0,0.0,0.0,0.0,,
369,1971-10-05,22,3,0,0,--,--,0.0,0.0,0.0,0.0,,
370,1971-10-06,22,7,0,0,--,--,0.0,0.0,0.0,0.0,,
371,1971-10-07,22,5,0,0,--,--,0.0,0.0,0.0,0.0,,
372,1971-10-08,24,4,0,0,--,--,0.0,0.0,0.0,0.0,,
373,1971-10-09,24,4,0,0,--,--,0.0,0.0,0.0,0.0,,
374,1971-10-10,22,3,0,0,--,--,0.0,0.0,0.0,0.0,,
375,1971-10-11,23,5,0,0,--,--,0.0,0.0,0.0,0.0,,
376,1971-10-12,24,4,0,0,--,--,0.0,0.0,0.0,0.0,,
377,1971-10-13,22,5,0,0,--,--,0.0,0.0,0.0,0.0,,
378,1971-10-14,16,-1,0,0,--,--,0.0,0.0,0.0,0.0,,
379,1971-10-15,-1,-5,0,0,--,--,0.0,0.0,0.0,0.0,,
380,1971-10-16,-3,-11,12,12,--,--,5.1,5.1,5.1,--,,
381,1971-10-17,2,-10,15,28,--,--,25.4,30.5,30.5,--,,
382,1971-10-18,4,-7,0,28,--,--,1.3,31.8,25.4,--,,
383,1971-10-19,4,-2,0,28,--,--,0.0,31.8,20.3,--,,
384,1971-10-20,7,-4,0,28,--,--,0.0,31.8,15.2,--,,
385,1971-10-21,11,-3,0,28,--,--,0.0,31.8,10.2,--,,
386,1971-10-22,11,-3,0,28,--,--,0.0,31.8,5.1,--,,
387,1971-10-23,1,-5,4,32,--,--,0.0,31.8,T,--,patches,
388,1971-10-24,1,-6,2,34,--,--,0.0,31.8,T,--,patches,
389,1971-10-25,4,-6,0,34,--,--,0.0,31.8,T,--,patches,
390,1971-10-26,9,-2,0,34,--,--,0.0,31.8,T,--,patches,
391,1971-10-27,0,-13,1,35,--,--,0.0,31.8,T,--,patches,
392,1971-10-28,-4,-12,4,39,--,--,5.1,36.8,5.1,--,,
393,1971-10-29,0,-11,0,39,--,--,0.0,36.8,T,--,patches,
394,1971-10-30,1,-11,2,41,--,--,T,36.8,T,--,patches,
395,1971-10-31,2,-7,0,41,--,--,0.0,36.8,T,--,patches,
396,1971-11-01,9,-2,0,41,--,--,0.0,36.8,0.0,0.0,,
397,1971-11-02,12,-4,0,41,--,--,0.0,36.8,0.0,0.0,,
398,1971-11-03,16,-3,0,41,--,--,0.0,36.8,0.0,0.0,,
399,1971-11-04,13,-4,0,41,--,--,0.0,36.8,0.0,0.0,,
400,1971-11-05,8,-5,0,41,--,--,0.0,36.8,0.0,0.0,,
401,1971-11-06,13,-1,0,41,--,--,0.0,36.8,0.0,0.0,,
402,1971-11-07,8,-3,0,41,--,--,0.0,36.8,0.0,0.0,,
403,1971-11-08,9,-3,0,41,--,--,0.0,36.8,0.0,0.0,,
404,1971-11-09,9,2,0,41,--,--,0.0,36.8,0.0,0.0,,
405,1971-11-10,11,2,0,41,--,--,0.0,36.8,0.0,0.0,,
406,1971-11-11,4,-1,4,45,--,--,0.0,36.8,0.0,0.0,,
407,1971-11-12,-2,-6,64,109,--,--,27.9,64.7,27.9,--,,
408,1971-11-13,-3,-13,26,135,--,--,22.9,87.6,40.6,--,,
409,1971-11-14,-1,-10,17,152,--,--,5.1,92.7,43.2,--,,
410,1971-11-15,-3,-7,0,152,--,--,0.0,92.7,38.1,--,,
411,1971-11-16,2,-9,0,152,--,--,0.0,92.7,35.6,--,,
412,1971-11-17,3,-7,0,152,--,--,0.0,92.7,33.0,--,,
413,1971-11-18,-2,-7,0,152,--,--,0.0,92.7,31.8,--,,
414,1971-11-19,5,-6,0,152,--,--,0.0,92.7,30.5,--,,
415,1971-11-20,7,-4,0,152,--,--,0.0,92.7,--,--,,
416,1971-11-21,8,-4,0,152,--,--,0.0,92.7,--,--,,
417,1971-11-22,8,-6,0,152,--,--,0.0,92.7,21.6,--,,
418,1971-11-23,8,-5,0,152,--,--,0.0,92.7,--,--,,
419,1971-11-24,2,-6,0,152,--,--,0.0,92.7,--,--,,
420,1971-11-25,4,-5,0,152,--,--,0.0,92.7,--,--,,
421,1971-11-26,2,-3,0,152,--,--,0.0,92.7,--,--,,
422,1971-11-27,0,-3,29,181,--,--,0.0,92.7,--,--,,
423,1971-11-28,-1,-3,17,198,--,--,0.0,92.7,--,--,,
424,1971-11-29,-1,-7,16,213,--,--,0.0,92.7,--,--,,
425,1971-11-30,-1,-11,3,217,--,--,22.9,115.5,34.3,8.7,,
426,1971-12-01,2,-7,0,217,--,--,--,115.5,--,--,,
427,1971-12-02,-5,-9,2,219,--,--,5.1,120.6,--,--,,
428,1971-12-03,-6,-13,24,243,--,--,30.5,151.1,64.6,--,,
429,1971-12-04,-2,-8,8,251,--,--,--,151.1,--,--,,
430,1971-12-05,5,-2,1,252,--,--,--,151.1,59.7,--,,
431,1971-12-06,-1,-14,10,261,--,--,8.9,160.0,58.4,--,,
432,1971-12-07,-8,-14,0,261,--,--,--,160.0,--,--,,
433,1971-12-08,2,-14,0,261,--,--,--,160.0,--,--,,
434,1971-12-09,-3,-10,8,270,--,--,10.2,170.1,--,--,,
435,1971-12-10,-7,-12,11,281,--,--,10.2,180.3,--,--,,
436,1971-12-11,-7,-12,7,288,--,--,12.7,193.0,76.2,--,,
437,1971-12-12,-6,-19,17,305,--,--,--,193.0,--,--,,
438,1971-12-13,-7,-13,24,329,--,--,38.1,231.1,105.2,--,,
439,1971-12-14,-4,-19,0,329,--,--,0.0,231.1,--,--,,
440,1971-12-15,-5,-18,5,334,--,--,2.5,233.6,96.5,--,,
441,1971-12-16,-2,-13,0,334,--,--,0.0,233.6,--,--,,
442,1971-12-17,3,-11,0,334,--,--,0.0,233.6,--,--,,
443,1971-12-18,6,-12,0,334,--,--,0.0,233.6,--,--,,
444,1971-12-19,5,-12,0,334,--,--,0.0,233.6,--,--,,
445,1971-12-20,2,-12,0,334,--,--,0.0,233.6,83.8,--,,
446,1971-12-21,-2,-6,4,338,--,--,--,233.6,--,--,,
447,1971-12-22,-2,-8,55,392,--,--,45.7,279.3,119.4,--,,
448,1971-12-23,-3,-7,50,443,--,--,36.8,316.2,141.0,--,,
449,1971-12-24,-2,-7,18,460,--,--,--,316.2,--,--,,
450,1971-12-25,-6,-13,109,570,--,--,--,316.2,--,--,,
451,1971-12-26,-6,-13,39,609,--,--,106.7,422.8,218.4,--,,
452,1971-12-27,-8,-13,2,611,--,--,3.8,426.7,205.7,--,,
453,1971-12-28,-4,-12,2,612,--,--,2.5,429.2,198.1,--,,
454,1971-12-29,-7,-17,3,615,--,--,6.4,435.5,195.6,--,,
455,1971-12-30,-3,-13,1,616,--,--,T,435.5,190.5,--,,
456,1971-12-31,-4,-12,0,616,--,--,0.0,435.5,--,--,,
457,1972-01-01,2,-9,0,616,--,--,0.0,435.5,--,--,,
458,1972-01-02,5,-15,0,616,--,--,0.0,435.5,--,--,,
459,1972-01-03,-8,-18,0,616,--,--,0.0,435.5,165.1,44.2,,
460,1972-01-04,5,-15,0,616,--,--,0.0,435.5,162.6,43.7,,
461,1972-01-05,6,-12,0,616,--,--,0.0,435.5,--,--,,
462,1972-01-06,9,-9,0,616,--,--,0.0,435.5,--,--,,
463,1972-01-07,3,-14,0,616,--,--,0.0,435.5,--,--,,
464,1972-01-08,2,-14,0,616,--,--,0.0,435.5,--,--,,
465,1972-01-09,6,-13,0,616,--,--,0.0,435.5,--,--,,
466,1972-01-10,4,-11,0,616,--,--,0.0,435.5,144.8,42.2,,
467,1972-01-11,3,-10,0,616,--,--,0.0,435.5,--,--,,
468,1972-01-12,4,-7,0,616,--,--,0.0,435.5,--,--,,
469,1972-01-13,8,-6,0,616,--,--,0.0,435.5,--,--,,
470,1972-01-14,3,-9,0,616,--,--,0.0,435.5,--,--,,
471,1972-01-15,10,-10,0,616,--,--,0.0,435.5,--,--,,
472,1972-01-16,8,-9,0,616,--,--,0.0,435.5,--,--,,
473,1972-01-17,8,-1,0,616,--,--,0.0,435.5,130.2,--,,
474,1972-01-18,4,-1,0,616,--,--,--,435.5,--,--,,
475,1972-01-19,2,-2,2,618,--,--,2.5,438.0,--,--,,
476,1972-01-20,1,-1,10,627,--,--,--,438.0,--,--,,
477,1972-01-21,1,-1,4,632,--,--,10.2,448.2,--,--,,
478,1972-01-22,0,-4,9,641,--,--,--,448.2,--,--,,
479,1972-01-23,-3,-16,45,685,--,--,33.0,481.2,--,--,,
480,1972-01-24,-2,-8,3,688,--,--,3.8,485.0,--,--,,
481,1972-01-25,-7,-10,4,692,--,--,7.6,492.7,--,--,,
482,1972-01-26,-8,-11,23,715,--,--,31.8,524.4,175.3,48.8,,
483,1972-01-27,-8,-11,19,734,--,--,43.2,567.6,--,--,,
484,1972-01-28,-6,-9,14,748,--,--,33.0,600.6,215.9,54.5,,
485,1972-01-29,-6,-12,0,748,--,--,0.0,600.6,--,--,,
486,1972-01-30,-2,-13,0,748,--,--,0.0,600.6,--,--,,
487,1972-01-31,-2,-13,0,748,--,--,0.0,600.6,184.7,55.1,,
488,1972-02-01,-2,-13,0,748,--,--,0.0,600.6,--,--,,
489,1972-02-02,-4,-12,0,748,--,--,0.0,600.6,--,--,,
490,1972-02-03,1,-10,0,748,--,--,0.0,600.6,--,--,,
491,1972-02-04,-1,-9,0,748,--,--,--,600.6,--,--,no precip. Pen was stuck,
492,1972-02-05,-1,-5,10,758,--,--,--,600.6,--,--,no precip. Pen was stuck,
493,1972-02-06,-3,-4,20,777,--,--,--,600.6,--,--,no precip. Pen was stuck,
494,1972-02-07,-3,-11,2,779,--,--,33.0,633.6,190.5,--,no precip. Pen was stuck,
495,1972-02-08,4,-11,0,779,--,--,--,633.6,--,--,no precip. Pen was stuck,
496,1972-02-09,4,-10,0,779,--,--,0.0,633.6,--,--,,
497,1972-02-10,8,-9,0,779,--,--,0.0,633.6,--,--,,
498,1972-02-11,4,-8,0,779,--,--,0.0,633.6,--,--,,
499,1972-02-12,8,-8,0,779,--,--,0.0,633.6,--,--,,
500,1972-02-13,6,-8,0,779,--,--,0.0,633.6,165.1,--,,
501,1972-02-14,5,-7,0,779,--,--,0.0,633.6,--,--,,
502,1972-02-15,7,-9,0,779,--,--,0.0,633.6,--,--,,
503,1972-02-16,10,-9,0,779,--,--,0.0,633.6,--,--,,
504,1972-02-17,13,-9,0,779,--,--,0.0,633.6,--,--,,
505,1972-02-18,11,-4,0,779,--,--,0.0,633.6,--,--,,
506,1972-02-19,7,-1,0,779,--,--,0.0,633.6,--,--,,
507,1972-02-20,6,-1,0,779,--,--,0.0,633.6,--,--,,
508,1972-02-21,1,-5,0,779,--,--,0.0,633.6,--,--,,
509,1972-02-22,-3,-5,48,827,--,--,21.6,655.2,172.0,56.6,,
510,1972-02-23,-3,-4,20,847,--,--,16.5,671.7,185.4,59.7,,
511,1972-02-24,-3,-4,30,877,--,--,25.4,697.1,210.8,64.3,,
512,1972-02-25,0,-4,59,935,--,--,58.4,755.5,251.5,70.6,,
513,1972-02-26,4,-2,10,946,--,--,0.0,755.5,--,--,,
514,1972-02-27,8,-4,1,947,--,--,0.0,755.5,--,--,,
515,1972-02-28,5,0,0,947,--,--,0.0,755.5,--,--,,
516,1972-02-29,0,-10,28,975,--,--,7.6,763.2,205.7,75.7,,
517,1972-03-01,3,-5,1,976,--,--,0.0,763.2,202.4,75.4,,
518,1972-03-02,2,0,11,987,--,--,0.0,763.2,200.7,75.9,,
519,1972-03-03,5,-1,25,1013,--,--,0.0,763.2,194.8,74.9,,
520,1972-03-04,13,-5,2,1015,--,--,0.0,763.2,189.0,73.2,,
521,1972-03-05,16,-4,0,1015,--,--,0.0,763.2,--,--,,
522,1972-03-06,13,-3,0,1015,--,--,0.0,763.2,177.8,70.1,,
523,1972-03-07,14,-2,0,1015,--,--,0.0,763.2,173.5,68.3,,
524,1972-03-08,14,-1,0,1015,--,--,0.0,763.2,168.9,67.3,,
525,1972-03-09,12,0,0,1015,--,--,0.0,763.2,163.1,64.5,,
526,1972-03-10,6,-2,9,1023,--,--,0.0,763.2,156.5,63.0,,
527,1972-03-11,11,-1,0,1023,--,--,0.0,763.2,--,--,,
528,1972-03-12,8,-1,0,1023,--,--,0.0,763.2,--,--,,
529,1972-03-13,9,-3,0,1023,--,--,0.0,763.2,148.6,58.4,,
530,1972-03-14,11,-1,0,1023,--,--,0.0,763.2,--,--,,
531,1972-03-15,12,1,0,1023,--,--,0.0,763.2,--,--,,
532,1972-03-16,16,-2,0,1023,--,--,0.0,763.2,--,--,,
533,1972-03-17,14,-1,0,1023,--,--,0.0,763.2,--,--,,
534,1972-03-18,9,-3,0,1023,--,--,0.0,763.2,--,--,,
535,1972-03-19,12,-3,0,1023,--,--,0.0,763.2,--,--,,
536,1972-03-20,11,-2,0,1023,--,--,0.0,763.2,118.9,43.7,,
537,1972-03-21,9,-2,0,1023,--,--,0.0,763.2,--,--,,
538,1972-03-22,-2,-10,7,1031,--,--,0.0,763.2,--,--,,
539,1972-03-23,3,-6,21,1051,--,--,25.4,788.6,--,--,,
540,1972-03-24,1,-3,0,1051,--,--,--,788.6,--,--,,
541,1972-03-25,-2,-13,22,1074,--,--,30.5,819.1,--,--,,
542,1972-03-26,-4,-11,0,1074,--,--,0.0,819.1,--,--,,
543,1972-03-27,1,-13,0,1074,--,--,0.0,819.1,--,--,,
544,1972-03-28,2,-16,0,1074,--,--,0.0,819.1,--,--,,
545,1972-03-29,5,-5,0,1074,--,--,0.0,819.1,--,--,,
546,1972-03-30,11,-6,0,1074,--,--,0.0,819.1,116.3,46.4,,
547,1972-03-31,8,-1,0,1074,--,--,0.0,819.1,--,--,,
548,1972-04-01,3,-1,0,1074,--,--,0.0,819.1,--,--,,
549,1972-04-02,10,-3,5,1079,--,--,0.0,819.1,--,--,,
550,1972-04-03,10,-1,0,1079,--,--,0.0,819.1,--,--,,
551,1972-04-04,7,-1,5,1084,--,--,0.0,819.1,--,--,,
552,1972-04-05,0,-1,17,1101,--,--,2.5,821.6,99.3,37.8,,
553,1972-04-06,-1,-1,31,1132,--,--,25.4,847.0,124.0,42.4,,
554,1972-04-07,1,-8,6,1138,--,--,5.1,852.1,119.4,42.9,,
555,1972-04-08,6,-8,0,1138,--,--,--,852.1,--,--,,
556,1972-04-09,5,-7,0,1138,--,--,--,852.1,--,--,,
557,1972-04-10,6,-2,0,1138,--,--,0.0,852.1,107.2,41.1,,
558,1972-04-11,-1,-6,19,1157,--,--,21.6,873.7,129.5,--,,
559,1972-04-12,-3,-14,30,1186,--,--,20.3,894.0,171.2,51.8,,
560,1972-04-13,-2,-9,35,1221,--,--,22.9,916.9,161.0,50.5,,
561,1972-04-14,7,-4,0,1221,--,--,0.0,916.9,--,--,,
562,1972-04-15,10,-3,0,1221,--,--,0.0,916.9,--,--,,
563,1972-04-16,6,-7,0,1221,--,--,0.0,916.9,--,--,,
564,1972-04-17,6,-10,0,1221,--,--,0.0,916.9,128.0,48.0,,
565,1972-04-18,0,-8,0,1221,--,--,0.0,916.9,--,--,,
566,1972-04-19,6,-7,0,1221,--,--,0.0,916.9,--,--,,
567,1972-04-20,11,-3,0,1221,--,--,0.0,916.9,--,--,,
568,1972-04-21,9,-6,0,1221,--,--,0.0,916.9,--,--,,
569,1972-04-22,12,-4,0,1221,--,--,0.0,916.9,--,--,,
570,1972-04-23,10,-3,0,1221,--,--,0.0,916.9,--,--,,
571,1972-04-24,2,-8,12,1234,--,--,16.5,933.4,101.1,37.8,,
572,1972-04-25,9,-1,0,1234,--,--,0.0,933.4,--,--,,
573,1972-04-26,12,-2,0,1234,--,--,0.0,933.4,--,--,,
574,1972-04-27,13,-1,0,1234,--,--,0.0,933.4,90.2,34.3,,
575,1972-04-28,9,-6,0,1234,--,--,0.0,933.4,--,--,,
576,1972-04-29,9,-4,0,1234,--,--,0.0,933.4,68.6,26.4,,
577,1972-04-30,13,-3,0,1234,--,--,0.0,933.4,--,--,,
578,1972-05-01,15,-2,0,1232,--,--,0.0,933.4,55.9,--,,
579,1972-05-02,16,-3,0,1232,--,--,0.0,933.4,--,--,,
580,1972-05-03,16,-2,0,1232,--,--,0.0,933.4,--,--,,
581,1972-05-04,14,-3,0,1232,--,--,0.0,933.4,--,--,,
582,1972-05-05,12,-3,0,1232,--,--,0.0,933.4,--,--,,
583,1972-05-06,10,-3,0,1232,--,--,0.0,933.4,--,--,,
584,1972-05-07,4,-2,0,1232,--,--,0.0,933.4,T,--,patches,
585,1972-05-08,7,-3,4,1236,--,--,T,933.4,T,--,patches,
586,1972-05-09,11,-2,0,1236,--,--,0.0,933.4,T,--,patches,
587,1972-05-10,13,-2,0,1236,--,--,0.0,933.4,T,--,patches,
588,1972-05-11,15,-1,0,1236,--,--,0.0,933.4,T,--,patches,
589,1972-05-12,17,0,0,1236,--,--,0.0,933.4,T,--,patches,
590,1972-05-13,19,0,0,1236,--,--,0.0,933.4,T,--,patches,
591,1972-05-14,17,0,0,1236,--,--,0.0,933.4,T,--,patches,
592,1972-05-15,17,-1,0,1236,--,--,0.0,933.4,T,--,patches,
593,1972-05-16,13,1,0,1236,--,--,0.0,933.4,T,--,patches,
594,1972-05-17,9,-4,0,1236,--,--,0.0,933.4,T,--,patches,
595,1972-05-18,9,0,0,1236,--,--,0.0,933.4,T,--,patches,
596,1972-05-19,2,-3,3,1239,--,--,0.0,933.4,T,--,patches,
597,1972-05-20,-1,-3,9,1249,--,--,0.0,933.4,T,--,patches,
598,1972-05-21,1,-2,10,1258,--,--,7.6,941.0,T,--,patches,
599,1972-05-22,11,-2,1,1259,--,--,0.0,941.0,T,--,patches,
600,1972-05-23,12,-2,0,1259,--,--,0.0,941.0,T,--,patches,
601,1972-05-24,14,1,0,1259,--,--,0.0,941.0,T,--,patches,
602,1972-05-25,18,1,0,1259,--,--,0.0,941.0,T,--,patches,
603,1972-05-26,20,2,0,1259,--,--,0.0,941.0,T,--,patches,
604,1972-05-27,22,3,0,1259,--,--,0.0,941.0,T,--,patches,
605,1972-05-28,22,2,0,1259,--,--,0.0,941.0,T,--,patches,
606,1972-05-29,21,3,0,1259,--,--,0.0,941.0,T,--,patches,
607,1972-05-30,22,4,0,1259,--,--,0.0,941.0,T,--,patches,
608,1972-05-31,20,4,0,1259,--,--,0.0,941.0,T,--,patches,
609,1972-06-01,20,4,0,1259,--,--,0.0,941.0,0.0,0.0,,
610,1972-06-02,19,3,0,1259,--,--,0.0,941.0,0.0,0.0,,
611,1972-06-03,18,4,0,1259,--,--,0.0,941.0,0.0,0.0,,
612,1972-06-04,21,4,0,1259,--,--,0.0,941.0,0.0,0.0,,
613,1972-06-05,21,4,2,1261,--,--,0.0,941.0,0.0,0.0,,
614,1972-06-06,21,7,0,1261,--,--,0.0,941.0,0.0,0.0,,
615,1972-06-07,17,6,3,1264,--,--,0.0,941.0,0.0,0.0,,
616,1972-06-08,16,6,5,1269,--,--,0.0,941.0,0.0,0.0,,
617,1972-06-09,11,6,17,1286,--,--,2.5,943.5,2.5,--,,
618,1972-06-10,8,-2,3,1289,--,--,0.0,943.5,0.0,0.0,,
619,1972-06-11,5,-3,0,1289,--,--,0.0,943.5,0.0,0.0,,
620,1972-06-12,18,2,0,1289,--,--,0.0,943.5,0.0,0.0,,
621,1972-06-13,20,3,0,1289,--,--,0.0,943.5,0.0,0.0,,
622,1972-06-14,18,3,0,1289,--,--,0.0,943.5,0.0,0.0,,
623,1972-06-15,19,2,0,1289,--,--,0.0,943.5,0.0,0.0,,
624,1972-06-16,19,3,0,1289,--,--,0.0,943.5,0.0,0.0,,
625,1972-06-17,22,6,0,1289,--,--,0.0,943.5,0.0,0.0,,
626,1972-06-18,22,4,0,1289,--,--,0.0,943.5,0.0,0.0,,
627,1972-06-19,21,4,0,1289,--,--,0.0,943.5,0.0,0.0,,
628,1972-06-20,21,3,0,1289,--,--,0.0,943.5,0.0,0.0,,
629,1972-06-21,21,4,0,1289,--,--,0.0,943.5,0.0,0.0,,
630,1972-06-22,18,5,0,1289,--,--,0.0,943.5,0.0,0.0,,
631,1972-06-23,12,1,0,1289,--,--,0.0,943.5,0.0,0.0,,
632,1972-06-24,15,0,0,1289,--,--,0.0,943.5,0.0,0.0,,
633,1972-06-25,17,3,0,1289,--,--,0.0,943.5,0.0,0.0,,
634,1972-06-26,19,7,0,1289,--,--,0.0,943.5,0.0,0.0,,
635,1972-06-27,23,8,0,1289,--,--,0.0,943.5,0.0,0.0,,
636,1972-06-28,26,8,0,1289,--,--,0.0,943.5,0.0,0.0,,
637,1972-06-29,27,7,0,1289,--,--,0.0,943.5,0.0,0.0,,
638,1972-06-30,28,8,0,1289,--,--,0.0,943.5,0.0,0.0,,
639,1972-07-01,27,5,0,1289,--,--,0.0,943.5,0.0,0.0,,
640,1972-07-02,24,4,0,1289,--,--,0.0,943.5,0.0,0.0,,
641,1972-07-03,25,7,0,1289,--,--,0.0,943.5,0.0,0.0,,
642,1972-07-04,26,7,0,1289,--,--,0.0,943.5,0.0,0.0,,
643,1972-07-05,23,5,0,1289,--,--,0.0,943.5,0.0,0.0,,
644,1972-07-06,21,3,0,1289,--,--,0.0,943.5,0.0,0.0,,
645,1972-07-07,19,3,0,1289,--,--,0.0,943.5,0.0,0.0,,
646,1972-07-08,20,4,0,1289,--,--,0.0,943.5,0.0,0.0,,
647,1972-07-09,19,4,0,1289,--,--,0.0,943.5,0.0,0.0,,
648,1972-07-10,21,5,0,1289,--,--,0.0,943.5,0.0,0.0,,
649,1972-07-11,24,8,0,1289,--,--,0.0,943.5,0.0,0.0,,
650,1972-07-12,27,8,0,1289,--,--,0.0,943.5,0.0,0.0,,
651,1972-07-13,30,11,0,1289,--,--,0.0,943.5,0.0,0.0,,
652,1972-07-14,31,13,0,1289,--,--,0.0,943.5,0.0,0.0,,
653,1972-07-15,31,11,0,1289,--,--,0.0,943.5,0.0,0.0,,
654,1972-07-16,28,9,0,1289,--,--,0.0,943.5,0.0,0.0,,
655,1972-07-17,27,9,0,1289,--,--,0.0,943.5,0.0,0.0,,
656,1972-07-18,24,8,0,1289,--,--,0.0,943.5,0.0,0.0,,
657,1972-07-19,18,2,0,1289,--,--,0.0,943.5,0.0,0.0,,
658,1972-07-20,16,1,0,1289,--,--,0.0,943.5,0.0,0.0,,
659,1972-07-21,17,7,0,1289,--,--,0.0,943.5,0.0,0.0,,
660,1972-07-22,21,5,0,1289,--,--,0.0,943.5,0.0,0.0,,
661,1972-07-23,21,4,0,1289,--,--,0.0,943.5,0.0,0.0,,
662,1972-07-24,20,3,0,1289,--,--,0.0,943.5,0.0,0.0,,
663,1972-07-25,21,4,0,1289,--,--,0.0,943.5,0.0,0.0,,
664,1972-07-26,20,2,0,1289,--,--,0.0,943.5,0.0,0.0,,
665,1972-07-27,24,7,0,1289,--,--,0.0,943.5,0.0,0.0,,
666,1972-07-28,28,9,0,1289,--,--,0.0,943.5,0.0,0.0,,
667,1972-07-29,26,12,0,1289,--,--,0.0,943.5,0.0,0.0,,
668,1972-07-30,22,9,0,1289,--,--,0.0,943.5,0.0,0.0,,
669,1972-07-31,25,4,0,1289,--,--,0.0,943.5,0.0,0.0,,
670,1972-08-01,24,6,0,1289,--,--,0.0,943.5,0.0,0.0,,
671,1972-08-02,25,8,0,1289,--,--,0.0,943.5,0.0,0.0,,
672,1972-08-03,26,7,0,1289,--,--,0.0,943.5,0.0,0.0,,
673,1972-08-04,26,8,0,1289,--,--,0.0,943.5,0.0,0.0,,
674,1972-08-05,28,8,0,1289,--,--,0.0,943.5,0.0,0.0,,
675,1972-08-06,30,12,0,1289,--,--,0.0,943.5,0.0,0.0,,
676,1972-08-07,31,10,0,1289,--,--,0.0,943.5,0.0,0.0,,
677,1972-08-08,29,11,0,1289,--,--,0.0,943.5,0.0,0.0,,
678,1972-08-09,29,9,2,1291,--,--,0.0,943.5,0.0,0.0,,
679,1972-08-10,27,9,0,1291,--,--,0.0,943.5,0.0,0.0,,
680,1972-08-11,23,6,0,1291,--,--,0.0,943.5,0.0,0.0,,
681,1972-08-12,21,4,0,1291,--,--,0.0,943.5,0.0,0.0,,
682,1972-08-13,19,2,0,1291,--,--,0.0,943.5,0.0,0.0,,
683,1972-08-14,16,2,0,1291,--,--,0.0,943.5,0.0,0.0,,
684,1972-08-15,12,1,0,1291,--,--,0.0,943.5,0.0,0.0,,
685,1972-08-16,14,3,0,1291,--,--,0.0,943.5,0.0,0.0,,
686,1972-08-17,19,5,0,1291,--,--,0.0,943.5,0.0,0.0,,
687,1972-08-18,18,4,0,1291,--,--,0.0,943.5,0.0,0.0,,
